Model,Accuracy,Precision (Macro),Recall (Macro),F1-Score (Macro),Avg. Time (ms/ảnh)
ResNet152V2,0.9519230769230769,0.9529223001661276,0.9519230769230769,0.9520687654878985,145.79346477985382
MobileNetV2,0.948076923076923,0.9497139213205208,0.948076923076923,0.9482461759806481,23.59598852120913
DenseNet201,0.9471153846153846,0.9483532503655006,0.9471153846153846,0.9473213289649607,78.33191935832684
